number,title,state,created_at,closed_at,comments,author_association,pull_request,duration_days,is_merged,month_year
62767,"Revert ""Fix rolling var bug """,closed,2025-10-20 20:55:07+00:00,2025-10-20 22:24:31+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62767', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62767', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62767.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62767.patch', 'merged_at': '2025-10-20T22:24:31Z'}",0,1,2025-10
62765,CLN: create overflow verification functions in `portable.h`,closed,2025-10-20 18:41:16+00:00,2025-10-20 20:54:09+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62765', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62765', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62765.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62765.patch', 'merged_at': '2025-10-20T20:54:09Z'}",0,1,2025-10
62764,Bump actions/setup-node from 5 to 6,closed,2025-10-20 08:17:55+00:00,2025-10-20 16:33:22+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62764', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62764', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62764.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62764.patch', 'merged_at': '2025-10-20T16:33:22Z'}",0,1,2025-10
62763,BUG: resample with asfreq ignores origin if the dataframe has a fixed frequency #62725,closed,2025-10-19 23:37:46+00:00,2025-11-04 17:11:47+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62763', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62763', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62763.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62763.patch', 'merged_at': '2025-11-04T17:11:47Z'}",15,1,2025-10
62762,BUG: DataFrame.min with skipna=True raises TypeError when column contains np.nan and datetime.date,closed,2025-10-19 21:45:25+00:00,2025-11-16 18:33:11+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62762', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62762', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62762.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62762.patch', 'merged_at': None}",27,0,2025-10
62761,BUG: DataFrame.min with skipna=True raises TypeError when column contains np.nan and datetime.date,closed,2025-10-19 21:39:26+00:00,2025-10-19 21:43:38+00:00,0,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62761', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62761', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62761.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62761.patch', 'merged_at': None}",0,0,2025-10
62760,BUG: Fixed DataFrame.combine with non-unique columns,closed,2025-10-19 20:37:51+00:00,2025-12-01 19:06:11+00:00,4,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62760', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62760', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62760.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62760.patch', 'merged_at': None}",42,0,2025-10
62759,DOC: add reference to select_dtypes section in string migration guide,closed,2025-10-19 20:23:01+00:00,2025-10-19 21:17:41+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62759', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62759', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62759.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62759.patch', 'merged_at': '2025-10-19T21:17:41Z'}",0,1,2025-10
62758,DOC: set __module__ on remaining top-level functions,closed,2025-10-19 20:04:22+00:00,2025-10-22 07:38:07+00:00,9,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62758', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62758', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62758.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62758.patch', 'merged_at': '2025-10-22T07:38:07Z'}",2,1,2025-10
62757,BUG: Categorical(Series[object]) not preserving categories.dtype as object,closed,2025-10-19 19:24:27+00:00,2025-10-24 17:13:24+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62757', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62757', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62757.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62757.patch', 'merged_at': '2025-10-24T17:13:24Z'}",4,1,2025-10
62756,Fix Index.get_indexer for new string dtype and missing value,closed,2025-10-19 19:12:46+00:00,2025-10-20 17:31:18+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62756', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62756', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62756.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62756.patch', 'merged_at': '2025-10-20T17:31:18Z'}",0,1,2025-10
62755,STYLE: Prohibit parsing exeption messages in try/except code flows ,closed,2025-10-19 17:09:59+00:00,2025-10-30 22:38:55+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62755', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62755', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62755.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62755.patch', 'merged_at': None}",11,0,2025-10
62754,TST: Add test for Arrow decimal groupby variance,closed,2025-10-19 16:25:22+00:00,2025-12-01 19:15:50+00:00,3,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62754', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62754', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62754.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62754.patch', 'merged_at': None}",43,0,2025-10
62753,"DOC: Additional ""merge_asof"" Docs Explaination",closed,2025-10-19 13:40:53+00:00,2025-10-27 20:51:12+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62753', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62753', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62753.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62753.patch', 'merged_at': '2025-10-27T20:51:12Z'}",8,1,2025-10
62752,BUG: Do not ignore sort in concat for DatetimeIndex,closed,2025-10-19 12:38:34+00:00,2025-10-25 19:20:02+00:00,11,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62752', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62752', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62752.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62752.patch', 'merged_at': None}",6,0,2025-10
62751,Raise on SQLAlchemy minimal version violation Issue #57178,closed,2025-10-19 11:10:05+00:00,2025-10-22 17:55:57+00:00,4,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62751', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62751', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62751.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62751.patch', 'merged_at': '2025-10-22T17:55:57Z'}",3,1,2025-10
62750,Reimplemented Pearson's correlation to use two pass Welford's model ,closed,2025-10-19 08:25:41+00:00,2025-10-25 20:58:29+00:00,7,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62750', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62750', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62750.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62750.patch', 'merged_at': None}",6,0,2025-10
62749,Fix/issue41,closed,2025-10-19 06:51:22+00:00,2025-10-19 07:48:08+00:00,0,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62749', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62749', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62749.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62749.patch', 'merged_at': None}",0,0,2025-10
62748,"TST:Replaced all the ensure_clean functions appeared in the file ""/pandas/tests/io/test_common.py"" and ""/pandas/tests/io/test_feather.py""",closed,2025-10-19 06:36:30+00:00,2025-10-28 07:23:50+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62748', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62748', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62748.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62748.patch', 'merged_at': None}",9,0,2025-10
62747,All functions needing replacement have been replaced.,closed,2025-10-19 05:32:38+00:00,2025-10-19 05:37:02+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62747', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62747', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62747.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62747.patch', 'merged_at': None}",0,0,2025-10
62746,DOC: Fix docstring validation for Timedelta/TimedeltaIndex (GH-59698),closed,2025-10-19 05:30:58+00:00,2025-10-20 17:46:06+00:00,1,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62746', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62746', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62746.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62746.patch', 'merged_at': None}",1,0,2025-10
62745,DOC: Simplify pandas theme footer (GH-51536) FINAL,closed,2025-10-19 05:17:12+00:00,2025-10-20 17:45:19+00:00,0,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62745', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62745', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62745.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62745.patch', 'merged_at': None}",1,0,2025-10
62744,FIX: itemsize wrong for date32[day][pyarrow] dtype #57948 (#62657),closed,2025-10-19 04:35:48+00:00,2025-10-19 04:49:38+00:00,1,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62744', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62744', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62744.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62744.patch', 'merged_at': None}",0,0,2025-10
62743,FIX: itemsize wrong for date32[day][pyarrow] dtype #57948 (#62657),closed,2025-10-19 04:31:09+00:00,2025-10-19 04:49:15+00:00,1,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62743', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62743', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62743.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62743.patch', 'merged_at': None}",0,0,2025-10
62741,BUG: handle overflow during exponent parsing in `read_csv`,closed,2025-10-18 22:39:56+00:00,2025-10-21 19:51:42+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62741', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62741', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62741.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62741.patch', 'merged_at': '2025-10-21T19:51:42Z'}",2,1,2025-10
62738,Fix MultiIndex.union with duplicates and differing names,closed,2025-10-18 16:05:38+00:00,2025-10-18 18:04:44+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62738', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62738', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62738.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62738.patch', 'merged_at': '2025-10-18T18:04:44Z'}",0,1,2025-10
62737,TYP: Remove custom ellipsis class,closed,2025-10-18 15:55:57+00:00,2025-10-18 18:05:29+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62737', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62737', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62737.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62737.patch', 'merged_at': '2025-10-18T18:05:29Z'}",0,1,2025-10
62735,DOC: wrap long line for readability (10 Minutes),closed,2025-10-18 13:08:32+00:00,2025-10-18 18:06:15+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62735', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62735', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62735.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62735.patch', 'merged_at': '2025-10-18T18:06:15Z'}",0,1,2025-10
62734,API: Use strict comparison in array_equivalent_object with deprecation warning,closed,2025-10-18 11:21:32+00:00,2025-10-18 18:08:23+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62734', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62734', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62734.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62734.patch', 'merged_at': None}",0,0,2025-10
62732,API: Use lowest possible datetime64 resolution in PeriodIndex.to_timestamp,closed,2025-10-18 07:04:18+00:00,2025-10-18 18:07:56+00:00,3,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62732', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62732', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62732.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62732.patch', 'merged_at': None}",0,0,2025-10
62731,BUG: option_context with invalid option (#62726),closed,2025-10-18 05:34:04+00:00,2025-10-18 18:09:22+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62731', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62731', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62731.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62731.patch', 'merged_at': None}",0,0,2025-10
62730,DOC: Fix docstring validation for Timedelta/TimedeltaIndex (GH-59698),closed,2025-10-18 05:20:03+00:00,2025-10-18 20:48:58+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62730', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62730', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62730.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62730.patch', 'merged_at': None}",0,0,2025-10
62729,ENH: pd.NamedAgg forwards *args and **kwargs to aggfunc,closed,2025-10-18 02:17:31+00:00,2025-11-04 12:49:20+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62729', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62729', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62729.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62729.patch', 'merged_at': '2025-11-04T12:49:20Z'}",17,1,2025-10
62728,DOC: Correct a typo: Lets -> Let's,closed,2025-10-18 00:45:12+00:00,2025-10-18 18:10:01+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62728', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62728', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62728.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62728.patch', 'merged_at': '2025-10-18T18:10:01Z'}",0,1,2025-10
62727,DOC: Set __module__ attributes and remove `core` from documentation,closed,2025-10-18 00:08:23+00:00,2025-10-19 19:06:00+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62727', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62727', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62727.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62727.patch', 'merged_at': '2025-10-19T19:06:00Z'}",1,1,2025-10
62726,BUG: option_context with invalid option,closed,2025-10-17 20:46:18+00:00,2025-10-17 22:52:43+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62726', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62726', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62726.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62726.patch', 'merged_at': '2025-10-17T22:52:43Z'}",0,1,2025-10
62722,BUG: RuntimeWarning from np.ndarray.astype during dtype inference when mixing large integer values with None without explicit dtype,closed,2025-10-17 04:11:30+00:00,2025-10-17 04:45:41+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62722', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62722', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62722.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62722.patch', 'merged_at': None}",0,0,2025-10
62721,TST Added test for Timedelta to accept Week 'W' as a parsed string suffix,closed,2025-10-16 22:57:36+00:00,2025-10-17 16:33:43+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62721', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62721', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62721.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62721.patch', 'merged_at': '2025-10-17T16:33:43Z'}",0,1,2025-10
62720,CLN: #62191 move new tests to the right place,closed,2025-10-16 21:15:09+00:00,2025-10-17 16:14:27+00:00,5,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62720', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62720', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62720.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62720.patch', 'merged_at': '2025-10-17T16:14:27Z'}",0,1,2025-10
62718,DEPR: back-compat shim for select_dtypes,closed,2025-10-16 20:26:48+00:00,2025-10-19 20:10:39+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62718', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62718', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62718.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62718.patch', 'merged_at': '2025-10-19T20:10:39Z'}",2,1,2025-10
62715,DEPR: remove string_pyarrow option,closed,2025-10-16 17:36:01+00:00,2025-10-16 20:53:08+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62715', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62715', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62715.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62715.patch', 'merged_at': '2025-10-16T20:53:08Z'}",0,1,2025-10
62714,CLN: remove redundant integer limit argument from interger parsers,closed,2025-10-16 16:52:41+00:00,2025-10-16 17:50:20+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62714', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62714', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62714.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62714.patch', 'merged_at': '2025-10-16T17:50:19Z'}",0,1,2025-10
62713, DOC: Replace @appender with inlined docstrings in pandas/io/parsers/readers.py ,closed,2025-10-16 14:56:32+00:00,2025-10-24 16:59:13+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62713', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62713', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62713.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62713.patch', 'merged_at': '2025-10-24T16:59:13Z'}",8,1,2025-10
62709,BUG: RuntimeWarning from np.ndarray.astype when converting large `int64[pyarrow]` values,closed,2025-10-16 03:30:40+00:00,2025-10-17 03:09:23+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62709', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62709', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62709.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62709.patch', 'merged_at': None}",0,0,2025-10
62707,TYP: unit str->TimeUnit,closed,2025-10-15 22:59:17+00:00,2025-10-16 21:04:07+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62707', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62707', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62707.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62707.patch', 'merged_at': '2025-10-16T21:04:07Z'}",0,1,2025-10
62706,BUG: StringArray * bools,closed,2025-10-15 22:53:15+00:00,2025-10-16 00:25:43+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62706', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62706', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62706.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62706.patch', 'merged_at': '2025-10-16T00:25:43Z'}",0,1,2025-10
62703,Sparse array cumsum leads to infinite recursion 62669,closed,2025-10-15 13:01:20+00:00,2025-11-30 18:17:26+00:00,3,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62703', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62703', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62703.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62703.patch', 'merged_at': '2025-11-30T18:17:26Z'}",46,1,2025-10
62702,Fixing test query eval fomat 62701,closed,2025-10-15 12:12:20+00:00,2025-10-15 17:24:58+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62702', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62702', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62702.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62702.patch', 'merged_at': None}",0,0,2025-10
62700,Remove ensure_clean_store reference from test_round_trip.py,closed,2025-10-15 10:48:41+00:00,2025-10-15 17:28:31+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62700', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62700', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62700.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62700.patch', 'merged_at': '2025-10-15T17:28:31Z'}",0,1,2025-10
62699,BUG: Fix ValueError in Series.info(show_counts=False),closed,2025-10-15 09:15:44+00:00,2025-10-16 15:00:05+00:00,5,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62699', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62699', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62699.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62699.patch', 'merged_at': '2025-10-16T15:00:05Z'}",1,1,2025-10
62697,DOC: Fix docstring validation errors for pandas.core.groupby,closed,2025-10-14 21:44:41+00:00,2025-12-30 23:50:30+00:00,3,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62697', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62697', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62697.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62697.patch', 'merged_at': None}",77,0,2025-10
62695,TST: Remove leftover file in test_compression,closed,2025-10-14 15:53:22+00:00,2025-10-14 17:06:08+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62695', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62695', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62695.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62695.patch', 'merged_at': '2025-10-14T17:06:08Z'}",0,1,2025-10
62692,CLN Update readers.py,closed,2025-10-14 13:39:31+00:00,2025-10-16 14:53:33+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62692', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62692', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62692.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62692.patch', 'merged_at': None}",2,0,2025-10
62691,WIP: Fix precision of DataFrame.combine and DataFrame.combine_first,closed,2025-10-14 12:01:20+00:00,2025-10-30 23:10:20+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62691', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62691', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62691.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62691.patch', 'merged_at': None}",16,0,2025-10
62689,CLN : Inline docstrings in pandas/core/window/resample.py,closed,2025-10-14 06:01:48+00:00,2025-10-14 15:54:44+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62689', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62689', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62689.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62689.patch', 'merged_at': '2025-10-14T15:54:44Z'}",0,1,2025-10
62688,"Remove ensure_clean_store reference from test_retain_attributes.py, test_read.py",closed,2025-10-14 02:07:37+00:00,2025-10-14 15:56:08+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62688', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62688', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62688.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62688.patch', 'merged_at': '2025-10-14T15:56:08Z'}",0,1,2025-10
62686,ERR: improve exception message for Series.replace,closed,2025-10-13 23:15:59+00:00,2025-10-14 01:58:03+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62686', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62686', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62686.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62686.patch', 'merged_at': '2025-10-14T01:58:03Z'}",0,1,2025-10
62683,TYP: Remove OutputFrameOrSeries,closed,2025-10-13 21:35:37+00:00,2025-10-13 22:03:05+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/62683', 'html_url': 'https://github.com/pandas-dev/pandas/pull/62683', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/62683.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/62683.patch', 'merged_at': None}",0,0,2025-10
