number,title,state,created_at,closed_at,comments,author_association,pull_request,duration_days,is_merged,month_year
63326,Period constructed from invalid high-resolution Timestamp should raise OutOfBoundsDatetime,closed,2025-12-11 07:09:12+00:00,2025-12-30 18:39:31+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63326', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63326', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63326.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63326.patch', 'merged_at': None}",19,0,2025-12
63323,Fix pivot_table duplicate indices with Python 3.14 + NumPy 1.26,closed,2025-12-11 02:59:56+00:00,2025-12-11 03:10:07+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63323', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63323', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63323.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63323.patch', 'merged_at': None}",0,0,2025-12
63321,DOC: Remove enforced 2.x `.. deprecated` sphinx refs,closed,2025-12-10 19:55:50+00:00,2025-12-11 02:20:02+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63321', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63321', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63321.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63321.patch', 'merged_at': '2025-12-11T02:20:02Z'}",0,1,2025-12
63319,DEPR: reword deprecation message for mode.copy_on_write option,closed,2025-12-10 14:26:57+00:00,2025-12-11 02:22:05+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63319', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63319', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63319.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63319.patch', 'merged_at': '2025-12-11T02:22:05Z'}",0,1,2025-12
63318,BUG: Fix inconsistent datetime types between calamine and openpyxl readers (#59186),closed,2025-12-10 07:33:15+00:00,2025-12-11 00:04:17+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63318', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63318', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63318.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63318.patch', 'merged_at': '2025-12-11T00:04:17Z'}",0,1,2025-12
63316,Fix pivot_table corruption with large datasets in Python 3.14,closed,2025-12-09 20:35:57+00:00,2025-12-09 21:36:05+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63316', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63316', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63316.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63316.patch', 'merged_at': None}",0,0,2025-12
63309,DOC: fix redundant phrasing in reshaping.rst,closed,2025-12-09 12:05:42+00:00,2025-12-09 20:03:54+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63309', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63309', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63309.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63309.patch', 'merged_at': '2025-12-09T20:03:54Z'}",0,1,2025-12
63308,DOC: fix subject-verb agreement in merging.rst,closed,2025-12-09 12:02:52+00:00,2025-12-09 20:04:57+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63308', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63308', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63308.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63308.patch', 'merged_at': '2025-12-09T20:04:57Z'}",0,1,2025-12
63307,REF: Enable strict=True for zip in pandas/tests/io/excel,closed,2025-12-09 11:27:18+00:00,2025-12-09 20:11:42+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63307', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63307', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63307.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63307.patch', 'merged_at': '2025-12-09T20:11:42Z'}",0,1,2025-12
63305,inline docstrings for read_excel and storage options decorators in pa…,closed,2025-12-08 23:08:32+00:00,2025-12-09 21:32:52+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63305', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63305', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63305.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63305.patch', 'merged_at': '2025-12-09T21:32:52Z'}",0,1,2025-12
63303,"API: to_timedelta(ints, unit) give requested unit",closed,2025-12-08 21:15:51+00:00,2025-12-30 23:08:15+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63303', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63303', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63303.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63303.patch', 'merged_at': '2025-12-30T23:08:15Z'}",22,1,2025-12
63302,"API: pd.Timedelta(integer, unit=unit) give the requested unit",closed,2025-12-08 20:17:59+00:00,2025-12-22 21:48:50+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63302', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63302', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63302.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63302.patch', 'merged_at': '2025-12-22T21:48:50Z'}",14,1,2025-12
63301,BUG: pydatetime + Timedelta[non-nano] incorrect results,closed,2025-12-08 20:10:00+00:00,2025-12-18 09:59:45+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63301', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63301', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63301.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63301.patch', 'merged_at': '2025-12-18T09:59:45Z'}",9,1,2025-12
63300,CI: Fix location of cibuildwheel wheels for nightly upload,closed,2025-12-08 18:59:32+00:00,2025-12-09 20:17:41+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63300', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63300', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63300.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63300.patch', 'merged_at': '2025-12-09T20:17:41Z'}",1,1,2025-12
63297,DOC: update description for deprecated copy keyword in docstrings (CoW is now in effect),closed,2025-12-08 10:07:21+00:00,2025-12-09 22:44:57+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63297', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63297', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63297.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63297.patch', 'merged_at': '2025-12-09T22:44:57Z'}",1,1,2025-12
63296,STY: Use strict arg in zip() in pandas/tests/plotting,closed,2025-12-08 04:15:47+00:00,2025-12-08 17:48:47+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63296', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63296', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63296.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63296.patch', 'merged_at': '2025-12-08T17:48:47Z'}",0,1,2025-12
63295,Refactor test_combine_first dataframe,closed,2025-12-08 03:56:07+00:00,2025-12-10 17:39:24+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63295', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63295', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63295.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63295.patch', 'merged_at': '2025-12-10T17:39:24Z'}",2,1,2025-12
63294,STY: Use strict arg in zip() in pandas/tests/extension,closed,2025-12-08 00:00:49+00:00,2025-12-08 17:50:09+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63294', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63294', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63294.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63294.patch', 'merged_at': '2025-12-08T17:50:09Z'}",0,1,2025-12
63293,STY: Use strict arg in zip() in pandas/tests/dtypes,closed,2025-12-07 23:24:56+00:00,2025-12-08 17:51:26+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63293', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63293', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63293.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63293.patch', 'merged_at': '2025-12-08T17:51:26Z'}",0,1,2025-12
63292,BUG: slicing with Timestamp with mismatched unit,closed,2025-12-07 23:17:45+00:00,2025-12-08 18:25:20+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63292', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63292', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63292.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63292.patch', 'merged_at': '2025-12-08T18:25:20Z'}",0,1,2025-12
63291,DOC: clarify behavior of shallow copy with Copy-on-Write in NDFrame docstring,closed,2025-12-07 16:52:39+00:00,2025-12-17 10:32:31+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63291', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63291', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63291.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63291.patch', 'merged_at': '2025-12-17T10:32:31Z'}",9,1,2025-12
63290,"Revert ""ENH: Add tzdata to hard dependencies""",closed,2025-12-07 13:59:45+00:00,2025-12-08 18:39:15+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63290', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63290', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63290.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63290.patch', 'merged_at': '2025-12-08T18:39:15Z'}",1,1,2025-12
63284,DOC: Copy edit 3.0 whatsnew,closed,2025-12-06 17:05:10+00:00,2025-12-08 09:02:29+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63284', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63284', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63284.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63284.patch', 'merged_at': '2025-12-08T09:02:29Z'}",1,1,2025-12
63282,DOC: add placeholder for announcement banner in docs (and use for 3.0rc announcement),closed,2025-12-06 15:22:10+00:00,2025-12-16 10:21:34+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63282', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63282', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63282.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63282.patch', 'merged_at': '2025-12-16T10:21:34Z'}",9,1,2025-12
63276,Refactor MockResponse class and update tests,closed,2025-12-05 15:48:25+00:00,2025-12-05 17:40:02+00:00,1,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63276', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63276', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63276.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63276.patch', 'merged_at': None}",0,0,2025-12
63274,DOC: update copy keyword explanation in astype docstring,closed,2025-12-05 14:42:03+00:00,2025-12-07 13:46:16+00:00,3,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63274', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63274', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63274.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63274.patch', 'merged_at': '2025-12-07T13:46:16Z'}",1,1,2025-12
63268,STY: Added zip strict to pandas/test/arithmetic,closed,2025-12-04 23:19:30+00:00,2025-12-05 12:13:12+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63268', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63268', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63268.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63268.patch', 'merged_at': '2025-12-05T12:13:12Z'}",0,1,2025-12
63267,REGR: Fix IntervalArray.nunique with infinity,closed,2025-12-04 22:13:07+00:00,2025-12-05 17:35:24+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63267', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63267', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63267.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63267.patch', 'merged_at': '2025-12-05T17:35:24Z'}",0,1,2025-12
63266,CI: Use scientific-python/upload-nightly-action for nightly wheels,closed,2025-12-04 21:10:06+00:00,2025-12-07 09:03:34+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63266', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63266', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63266.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63266.patch', 'merged_at': '2025-12-07T09:03:34Z'}",2,1,2025-12
63265,CI: Don't upload wheels to anaconda.org/multibuild-wheels-staging,closed,2025-12-04 19:12:26+00:00,2025-12-05 16:03:55+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63265', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63265', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63265.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63265.patch', 'merged_at': '2025-12-05T16:03:55Z'}",0,1,2025-12
63263,DOC: fixed code output on copy_on_write.rst line 251,closed,2025-12-04 16:31:06+00:00,2025-12-04 17:30:41+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63263', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63263', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63263.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63263.patch', 'merged_at': '2025-12-04T17:30:41Z'}",0,1,2025-12
63261,DOC : Added gs to the list of valid URL schemes in the read_feather,closed,2025-12-04 11:51:15+00:00,2025-12-04 17:32:22+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63261', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63261', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63261.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63261.patch', 'merged_at': '2025-12-04T17:32:21Z'}",0,1,2025-12
63260,TST: Added test that checks if df.sum() results in concatenation instead of dtype coercion to float64 or int64,closed,2025-12-04 06:09:09+00:00,2025-12-06 17:39:40+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63260', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63260', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63260.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63260.patch', 'merged_at': '2025-12-06T17:39:40Z'}",2,1,2025-12
63257,Nithikesh,closed,2025-12-04 01:05:13+00:00,2025-12-04 03:26:17+00:00,1,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63257', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63257', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63257.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63257.patch', 'merged_at': None}",0,0,2025-12
63256,TST: Add regression test for MultiIndex merge after reset_index,closed,2025-12-03 18:53:44+00:00,2025-12-05 17:43:27+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63256', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63256', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63256.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63256.patch', 'merged_at': '2025-12-05T17:43:27Z'}",1,1,2025-12
63254,TST: Replace ensure_clean_store with tmp_path in test_select.py,closed,2025-12-03 15:59:29+00:00,2025-12-04 17:49:08+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63254', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63254', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63254.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63254.patch', 'merged_at': None}",1,0,2025-12
63253,DOC: Update outdated getting_started links in whatsnew files,closed,2025-12-03 00:31:19+00:00,2025-12-04 17:51:37+00:00,1,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63253', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63253', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63253.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63253.patch', 'merged_at': None}",1,0,2025-12
63252,Clarify to_excel() documentation regarding overwrite behavior,closed,2025-12-02 15:36:31+00:00,2025-12-30 19:55:51+00:00,3,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63252', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63252', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63252.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63252.patch', 'merged_at': '2025-12-30T19:55:51Z'}",28,1,2025-12
63251,DOC: replace @doc in pandas/core/groupby/generic.py,closed,2025-12-02 11:29:12+00:00,2025-12-02 17:35:26+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63251', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63251', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63251.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63251.patch', 'merged_at': '2025-12-02T17:35:26Z'}",0,1,2025-12
63249,TST: Replace ensure_clean utility with temp_file in pandas/tests/io/pytables/test_complex.py,closed,2025-12-02 08:14:59+00:00,2025-12-26 18:48:47+00:00,2,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63249', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63249', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63249.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63249.patch', 'merged_at': None}",24,0,2025-12
63248,BUG: MergeError not raised when both right_on and right_index are specified,closed,2025-12-02 06:51:51+00:00,2025-12-05 12:49:12+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63248', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63248', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63248.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63248.patch', 'merged_at': '2025-12-05T12:49:12Z'}",3,1,2025-12
63247,TST: add categorical tests for DataFrame.equals,closed,2025-12-02 02:37:43+00:00,2025-12-04 20:51:48+00:00,4,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63247', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63247', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63247.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63247.patch', 'merged_at': '2025-12-04T20:51:48Z'}",2,1,2025-12
63244,[pre-commit.ci] pre-commit autoupdate,closed,2025-12-01 16:31:14+00:00,2025-12-01 21:45:02+00:00,0,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63244', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63244', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63244.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63244.patch', 'merged_at': '2025-12-01T21:45:02Z'}",0,1,2025-12
63241,API: rename mode.nan_is_na option to future.distinguish_nan_and_na,closed,2025-12-01 13:54:07+00:00,2025-12-02 15:02:09+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63241', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63241', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63241.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63241.patch', 'merged_at': '2025-12-02T15:02:08Z'}",1,1,2025-12
63239,BUG: pytables with non-nano timedelta64,closed,2025-12-01 00:31:40+00:00,2025-12-02 13:35:06+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63239', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63239', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63239.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63239.patch', 'merged_at': '2025-12-02T13:35:06Z'}",1,1,2025-12
63238,TST: xfail non-nano json test,closed,2025-11-30 23:53:24+00:00,2025-12-02 01:06:45+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63238', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63238', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63238.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63238.patch', 'merged_at': None}",1,0,2025-11
63237,BUG: plotting with non-nano TimedeltaIndex,closed,2025-11-30 23:49:41+00:00,2025-12-02 13:34:09+00:00,1,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63237', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63237', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63237.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63237.patch', 'merged_at': '2025-12-02T13:34:09Z'}",1,1,2025-11
63234,DOC: 62437 Replace @Substitution and @Appender in core/groupby/groupby.py,closed,2025-11-30 17:35:15+00:00,2025-12-05 12:04:29+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63234', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63234', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63234.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63234.patch', 'merged_at': '2025-12-05T12:04:29Z'}",4,1,2025-11
63233,[WIP] Create simdjson extension,closed,2025-11-30 17:31:06+00:00,2025-12-27 01:29:53+00:00,0,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63233', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63233', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63233.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63233.patch', 'merged_at': None}",26,0,2025-11
63232,BUG: Inconsistent behavior with groupby and copy-on-write,closed,2025-11-30 03:53:34+00:00,2025-12-04 17:57:42+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63232', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63232', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63232.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63232.patch', 'merged_at': '2025-12-04T17:57:42Z'}",4,1,2025-11
63231,DEPR: unused Copy-on-Write option,closed,2025-11-30 03:35:11+00:00,2025-12-01 09:01:45+00:00,2,MEMBER,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63231', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63231', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63231.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63231.patch', 'merged_at': '2025-12-01T09:01:45Z'}",1,1,2025-11
63229,DOC: Add comprehensive Google Colab data loading guide,closed,2025-11-28 22:28:55+00:00,2025-12-01 18:52:28+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63229', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63229', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63229.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63229.patch', 'merged_at': None}",2,0,2025-11
63228,STY: Add strict=True to zip() calls in pandas/tests/reshape,closed,2025-11-28 19:04:32+00:00,2025-12-30 19:52:51+00:00,2,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63228', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63228', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63228.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63228.patch', 'merged_at': None}",32,0,2025-11
63227,DOC: add NaN example to DataFrame.equals,closed,2025-11-28 14:21:43+00:00,2025-12-01 18:46:27+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63227', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63227', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63227.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63227.patch', 'merged_at': '2025-12-01T18:46:27Z'}",3,1,2025-11
63226,ENH: Fixing some types,closed,2025-11-28 11:50:22+00:00,2025-12-29 14:14:45+00:00,4,NONE,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63226', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63226', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63226.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63226.patch', 'merged_at': None}",31,0,2025-11
63224,TST: Add regression test for infer_freq stateful behavior (#55794),closed,2025-11-28 01:57:10+00:00,2025-12-02 17:46:01+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63224', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63224', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63224.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63224.patch', 'merged_at': '2025-12-02T17:46:01Z'}",4,1,2025-11
63223,TST: Add regression test for DatetimeIndex.union across DST boundary (#62915),closed,2025-11-28 01:56:23+00:00,2025-12-01 18:49:58+00:00,1,CONTRIBUTOR,"{'url': 'https://api.github.com/repos/pandas-dev/pandas/pulls/63223', 'html_url': 'https://github.com/pandas-dev/pandas/pull/63223', 'diff_url': 'https://github.com/pandas-dev/pandas/pull/63223.diff', 'patch_url': 'https://github.com/pandas-dev/pandas/pull/63223.patch', 'merged_at': '2025-12-01T18:49:58Z'}",3,1,2025-11
